smiles,ea
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O:2][C@:3]2([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[C-:6]=[O+:7]2.[H:14][H:15],56.55
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]=[C:5]([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9].[N:4]#[C:5][H:13],0.05
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8]>>[O:1]1[C@:2]([C:3]([O:4][H:8])([H:10])[H:11])([H:9])[C:7]([H:13])([H:14])[N:6]=[C:5]1[H:12],100.0
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[O:5][C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C-:6]#[O+:7].[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[O:5]1)([H:8])([H:9])[H:10],100.0
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]1([C:5]([C:6]#[C:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:12])[H:13])[C@@:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1=[C:7]([H:11])[H:17])([H:8])([H:9])[H:10],0.06
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]1([C:6]#[C:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]1([C:7](=[C:6])[H:15])[H:14])([H:8])([H:9])[H:10],100.0
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[N:4]1[C:5]([C:6]#[N:7])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[N:4]2[C:5]([H:14])([H:15])[C:6]2=[N:7]1)([H:8])([H:9])[H:10],0.0
[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[O:5][C@@:6]21[H:11]>>[N:1](=[C:3](\[C@@:4]1([H:10])[O:5][C@:6]1([C:2][H:8])[H:11])[H:9])\[H:7],100.0
[C:1]([C:2]([C:3]([C@@:4]1([H:14])[C:5]([H:15])([H:16])[O:6]1)([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([C:4]([O+:6]=[C-:5][H:15])([H:14])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],100.0
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]([H:13])([C:5]([H:14])([H:15])[C:6]1([H:16])[H:17])[O:7]2)([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C@@:6]2([H:17])[C:3]([H:11])([H:12])[C@:4]([H:13])([C:5]2([H:14])[H:15])[O:7]1)([H:8])[H:9].[H:10][H:16],0.0
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[O:5][C@:6]1([H:14])[C@@:7]23[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:7]([H:15])[C@@:4]([O+:5]=[C-:6][H:14])([H:13])[C:3]1([H:11])[H:12])([H:8])([H:9])[H:10],100.0
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[N:4]2[C:5]([H:11])([H:12])[C@@:6]12[H:13])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[N+:4]([C-:5]([H:11])[H:12])=[C:6]1[H:13])[H:7],100.0
[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[O:6][C@@:7]12[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:7]2[C@@:5]([H:14])([C:4]([H:12])([H:13])[C:3]1([H:11])[H:15])[O:6]2)([H:8])([H:9])[H:10],0.0
[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C@@:5]1([H:14])[C:6]([H:15])([H:16])[N:7]1[H:17])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5][C:6]([N:7]([H:14])[H:17])([H:15])[H:16])[H:13])([H:8])([H:9])[H:10],100.0
[C:1]([C:2](=[O:3])[N:4]1[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[N+:4]([C-:5]([H:10])[H:11])=[C:6]([H:12])[H:13])([H:7])([H:8])[H:9],100.0
[C:1]([N:2]1[C@:3]2([H:11])[C:4]([H:12])([H:13])[C@@:5]1([H:14])[C:6]([H:15])=[C:7]2[H:16])([H:8])([H:9])[H:10]>>[C:1]([N:2]1[C@:3]([C:4]([H:12])([H:13])[H:15])([H:11])[C:7]([H:16])=[C:6]=[C:5]1[H:14])([H:8])([H:9])[H:10],0.29
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]([C:5]([H:14])([H:15])[H:16])([H:13])[C:6]1)([H:7])([H:8])[H:9],100.0
[C:1]([C:2](=[O:3])[N:4]1[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([N:4]=[C:2]=[O:3])([H:7])([H:8])[H:9].[C:5](=[C:6]([H:12])[H:13])([H:10])[H:11],100.0
[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([C:6](=[C:5]([H:12])[H:13])[H:14])[O:3][C:4]([H:11])=[C:7]1[H:15])([H:8])([H:9])[H:10],100.0
[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]([C:6][H:13])([O:7][H:14])[H:12])([H:8])([H:9])[H:10],100.0
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1]([O:6][C:5](=[N+:4]1[C-:2]([H:10])[C:3]1([H:11])[H:12])[H:13])([H:7])([H:8])[H:9],0.0
[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([O:3][C:4]([H:11])([H:12])[H:14])([C:5](=[O:6])[H:13])[H:10])([H:7])([H:8])[H:9],100.0
[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C:5]1([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])([H:8])([H:9])[H:10]>>[C:1]([C:2][H:11])([H:8])([H:9])[H:10].[O:3]1[C:4]([H:12])([H:13])[C:5]1([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19],0.0
[C:1]([O:2][C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:7])([H:8])[H:9]>>[C:1]([O+:2]=[C-:3][C:4]([C:5]([O:6][H:14])([H:10])[H:13])([H:11])[H:12])([H:7])([H:8])[H:9],100.0
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C-:2]=[O+:6][C:5]([O:4][C:3]([H:10])([H:11])[H:12])([H:13])[H:14])([H:7])([H:8])[H:9],92.05
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])=[C:5]([H:14])[C:6]1([H:15])[H:16]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]([H:11])=[C:4]([H:13])[C:5]([H:14])=[C:6]1[H:15].[H:12][H:16],100.0
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]([C:5]([H:14])([H:15])[H:16])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:3]([C:2](=[O+:6][C-:4]([C:5]([H:14])([H:15])[H:16])[H:13])[H:10])([H:11])[H:12])([H:7])([H:8])[H:9],0.0
[C:1]([C@:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@@:5]1([H:15])[C:6]([H:16])([H:17])[O:7]2)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[O:7][C:6]([C:5](=[C:4]([H:13])[H:14])[H:15])([H:16])[H:17])([H:8])([H:9])[H:10],3.82
[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9]>>[C:1]([C@:5]1([H:13])[C:4]([H:11])([H:12])[O:3][C:2]([H:10])=[C:6]1[H:14])([H:7])([H:8])[H:9],4.37
[N:1]([C@@:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([C:6]#[N:7])[H:10])([H:8])[H:9]>>[C:2](=[C:3](/[C:4]([O:5][H:15])([H:13])[H:14])[H:11])(\[C:6]#[N:7])[H:10].[N:1]([H:8])([H:9])[H:12],100.0
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[O:5][C@@:6]12[H:14]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3][C:4]([H:12])([H:13])[O:5][C@@:6]12[H:14].[H:10][H:11],0.98
[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C:5]1([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])([H:8])([H:9])[H:10]>>[C-:2]1=[O+:3][C:4]([H:12])([H:13])[C:5]1([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19].[C:1]([H:8])([H:9])([H:10])[H:11],29.2
[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])=[N+:7]2[C-:4]([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:8],100.0
[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[C:5]([H:13])[H:14])[H:12])([C:6](=[C:7]([H:16])[H:17])[H:15])[H:11])([H:8])([H:9])[H:10],3.21
[N:1]#[C:2][C:3]1([H:7])[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11]>>[N:1]#[C:2][C@@:3]([C:4]([O:5][H:11])([H:8])[H:9])([C:6][H:10])[H:7],100.0
[C:1]([C@@:2]1([H:11])[N:3]([C:4]([H:12])([H:13])[H:14])[C:5]1([C:6]([H:15])([H:16])[H:17])[C:7]([H:18])([H:19])[H:20])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[N+:3]([C:4]([H:12])([H:13])[H:14])([C:7]([H:18])([H:19])[H:20])[C-:5]1[C:6]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],0.01
[C:1]([C:2]1([C:6]#[N:7])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[C:5]([C:4]([C:6]#[N:7])([H:13])[H:14])([H:15])[H:16])([H:8])([H:9])[H:10],0.0
[C:1]([C:2]([C@@:3]1([C:6]#[C:7][H:15])[C:4]([H:13])([H:14])[O:5]1)([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]([O+:5]=[C-:4][H:14])([C:6]#[C:7][H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],99.52
[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C:4]([H:13])([H:14])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9]>>[C:1]([O:6][H:16])([H:7])([H:8])[H:9].[C:2]1([C:3]([H:10])([H:11])[H:12])=[C:5]([H:15])[C:4]1([H:13])[H:14],0.0
[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C@@:4]([O:3][H:7])([C:5]#[C:6][H:12])[H:11])[H:10])([H:8])[H:9],100.0
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[C@@:5]1([H:14])[C:6]([H:15])([H:16])[C@@:7]21[H:17]>>[C:1]1([H:8])([H:9])[C:3](=[C:2]([H:10])[H:11])[C:4]([H:12])([H:13])[C:5]1([C:7](=[C:6]([H:15])[H:16])[H:17])[H:14],0.0
[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4]1([C:5]([H:12])([H:13])[H:14])[C:6]([H:15])([H:16])[H:17])([H:7])([H:8])[H:9]>>[C:1]([N:2]1[C:3]([H:11])=[C:4]1[C:5]([H:12])([H:13])[H:14])([H:7])([H:8])[H:9].[C:6]([H:10])([H:15])([H:16])[H:17],0.0
[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([O:3][C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@:7]1([C:2][H:11])[H:17])([H:8])([H:9])[H:10],0.0
[O:1]=[C:2]([C:3]#[C:4][C:5]#[C:6][H:8])[H:7]>>[O:1]1[C:2]([H:7])=[C:3]=[C:4]=[C:5]=[C:6]1[H:8],100.0
[C:1]([C@:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@@:5]1([H:15])[C:6]([H:16])([H:17])[O:7]2)([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C:3]([H:11])([H:12])[C:4]([H:14])=[C:5]1[C:6]([H:16])([H:17])[O:7]2)([H:8])([H:9])[H:10].[H:13][H:15],0.0
[C:1]([C@:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@@:5]1([H:15])[C:6]([H:16])([H:17])[O:7]2)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:15])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C:5][C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10],100.0
[C:1]([C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])[C@:5]1([C:6]([O:7][H:19])([H:17])[H:18])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3][C:4]([C:5]([C:6]([O:7][H:19])([H:17])[H:18])([H:13])[H:16])([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10],100.0
[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C@@:5]1([H:14])[O:6]2>>[C:1]1([H:7])([H:8])[C@:2]([C:3]([C:4]([C:5][H:14])([H:12])[H:13])([H:10])[H:11])([H:9])[O:6]1,0.0
[C:1]([C:2]([N:3]1[C:4]([H:13])([H:14])[C@:5]1([C:6]([O:7][H:18])([H:16])[H:17])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C-:2]([N+:3]1=[C:4]([H:14])[C@:5]1([C:6]([O:7][H:18])([H:16])[H:17])[H:15])([H:11])[H:12].[C:1]([H:8])([H:9])([H:10])[H:13],0.91
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]([O:5][H:14])([H:13])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[C:6]([H:15])[C@@:4]([O:5][H:14])([H:13])[C:3]1([H:11])[H:12])([H:8])([H:9])[H:10].[H:7][H:16],0.0
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]([H:11])=[C:4]([H:12])[C:5]([H:13])([H:14])[O:6]1>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C:4][C:5]([H:13])([H:14])[O:6]1,100.0
[C:1]([C:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]1([O:4][H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9].[C:3]([H:10])[H:11],0.0
[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[O:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15]>>[C:1](=[C:2]([C@@:3]1([H:11])[O:4][C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15])[H:10])([H:8])[H:9],100.0
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C@:5]1([H:16])[C:6]([H:9])=[N:7]1)[H:12])[H:11])([H:8])[H:10],6.1
[O:1]=[C:2]([C@@:3]1([H:9])[C@@:4]2([H:10])[C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[N:7]12)[H:8]>>[O-:1][C:2](=[C:3]1[C@@:4]2([H:10])[C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[N+:7]12[H:9])[H:8],100.0
[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]1[C:6](=[O:7])[H:12])[H:8]>>[O:1]1[C@@:2]2([H:8])[C@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]=[C:6]([H:12])[O:7]2,100.0
[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[O:5][C@@:6]12[H:14])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3][C:4]([H:12])([H:13])[O:5][C:6]1([H:11])[H:14])([H:7])([H:8])[H:9],100.0
[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C@:4]1([C:5]([C:6]([C:7][H:17])([H:15])[H:16])([H:13])[H:14])[H:12])([H:8])([H:9])[H:10],14.39
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([C:4]([O:5][C:7]([H:17])([H:18])[H:19])([H:14])[H:15])([H:12])[H:13])([C:6][H:16])[H:11])([H:8])([H:9])[H:10],0.0
[C:1]([C:2]([C@@:3]1([H:12])[C:4]([H:13])([H:14])[C@:5]1([C:6]([H:16])([H:17])[H:18])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[C:3]1([C:4]([C:5]([C:6]([H:16])([H:17])[H:18])([H:8])[H:15])([H:13])[H:14])[H:12],0.17
[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]([O:6][H:15])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([C:4][C:5]([O:6][H:15])([H:13])[H:14])[H:11])([H:10])[H:12])([H:7])([H:8])[H:9],100.0
[C:1]1([H:7])([H:8])[O:2][C:3]([H:9])([H:10])[C@@:4]2([H:11])[O:5][C@@:6]12[H:12]>>[C-:1]1=[O+:2][C:3]([H:9])([H:10])[C@@:4]2([H:11])[O:5][C@@:6]12[H:12].[H:7][H:8],81.21
[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([H:7])([H:8])([H:9])[H:10].[C:2]([O:3][H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15],99.74
[O:1]=[C:2]([C:3]#[C:4][H:8])[C@@:5]1([H:9])[C:6]([H:10])([H:11])[N:7]1[H:12]>>[O:1]([C@:2]([C:3]#[C:4][H:8])([C@@:5]1([H:9])[C:6]([H:11])=[N:7]1)[H:10])[H:12],94.66
[C:1]([C@@:2]1([H:11])[O:3][C:4]12[C:5]([H:12])([H:13])[O:6][C:7]2([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C@:4]2([C:5]1([H:12])[H:13])[O:6][C:7]2([H:14])[H:15])([H:8])([H:9])[H:10],100.0
[O:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([C:6](=[O:7])[H:14])[C:5]1([H:12])[H:13])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]=[C:6]([H:14])[O:7][C:5]1([H:12])[H:13])[H:8],100.0
[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6][C@:7]12[H:15]>>[C:1]([C:2](=[O+:3][C-:4]([H:11])[H:12])[H:10])([C@@:7]1([H:15])[C:5]([H:13])([H:14])[O:6]1)([H:8])[H:9],0.01
[C:1]([C@@:2]1([H:11])[C@:3]([O:4][H:13])([H:12])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C@@:3]([O:4][H:13])([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:12])[H:11])([H:9])[H:10].[H:8][H:17],100.0
[C:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4]1)([H:5])([H:6])[H:7]>>[C:1]([C@@:2]([C:3][H:9])([O:4][H:10])[H:8])([H:5])([H:6])[H:7],100.0
[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C@@:5]2([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([O:3][C:4]([H:11])([H:12])[H:13])=[C:7](/[C:5](=[C:6]([H:15])[H:16])[H:14])[H:17])([H:8])([H:9])[H:10],0.0
[C:1]([C@@:2]1([C:5]#[C:6][H:12])[C:3]([H:10])([H:11])[O:4]1)([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([C:3][H:11])([O:4][H:10])[C:5]#[C:6][H:12])([H:7])([H:8])[H:9],100.0
[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C@@:5]2([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C@:5]([C:6]([H:15])([H:16])[H:17])([H:14])[C:7]1)([H:8])([H:9])[H:10],100.0
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[O:5][C@:6]1([C:7]([H:15])([H:16])[H:17])[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][H:17])([H:8])([H:9])[H:10].[C@:3]12([H:11])[C:4]([H:12])([H:13])[O:5][C@@:6]1([H:14])[C:7]2([H:15])[H:16],0.09
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C:5]([H:15])([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([N+:4]1([H:14])[C:2]([C:3]([H:11])([H:12])[H:13])=[C:6]([O-:7])[C:5]1([H:15])[H:16])([H:8])([H:9])[H:10],0.21
[C:1]([C:2]#[C:3][C:4]([C@@:5]1([H:13])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]2[C:4]([H:11])([H:12])[C@:5]12[H:13])([H:8])([H:9])[H:10].[C:6](=[N:7][H:16])([H:14])[H:15],28.71
[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]2[C@:7]13[H:14])[H:8]>>[O:1]=[C:2]([C@@:3]1([H:10])[C:4]2([H:11])[C:5]([H:12])([H:13])[N:6]1[C:7]2([H:8])[H:14])[H:9],100.0
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14])[H:8]>>[C:2]1([H:9])=[C:3]([H:10])[O:4][C:5]([H:12])=[N:6][C:7]1([H:13])[H:14].[O:1]([H:8])[H:11],100.0
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]2([C:5]([H:14])([H:15])[C:6]2([H:16])[H:17])[C:7]1([H:18])[H:19])([H:8])([H:9])[H:10]>>[C:1]([C:2][C:3]([C:4]1([C:7]([H:11])([H:18])[H:19])[C:5]([H:14])([H:15])[C:6]1([H:16])[H:17])([H:12])[H:13])([H:8])([H:9])[H:10],100.0
[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[O:7][H:15])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([O:3][C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:11])([H:9])[H:10].[H:8][H:15],3.49
[C:1]1([H:7])([H:8])[O:2][C@@:3]2([H:9])[C:4]([H:10])([H:11])[O:5][C@@:6]12[H:12]>>[C:1](=[O:2])([H:7])[H:8].[C:3]1([H:9])=[C:6]([H:12])[O:5][C:4]1([H:10])[H:11],100.0
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C-:1]([O+:2]=[C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[N:6]1[H:15])[H:10])([H:7])[H:9].[H:8][H:11],94.59
[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2][C:4]([C:5]([O:6][C:3]([H:10])([H:11])[H:12])([H:15])[H:16])([H:13])[H:14])([H:7])([H:8])[H:9],0.0
[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]12[H:16]>>[C:1](=[C:6](/[C:2](=[C:3](\[C:4]([C:5]([H:10])([H:14])[H:15])([H:12])[H:13])[H:11])[H:9])[H:16])([H:7])[H:8],0.0
